id,day,month,year,time,site,treatment,camera,photo number,species,presence,camera card,,notes
26611,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26612,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26613,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26614,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26615,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26616,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26617,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26618,13,1,2021,pm,two,8,fl34,01130912.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26619,13,1,2021,pm,two,8,fl34,01130913.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26641,14,1,2021,pm,two,8,fl34,01140935.AVI,chipping_sparrow_spizella_passerina,1,fl34,,
26642,15,1,2021,am,two,8,fl34,01150936.AVI,eastern_phoebe_sayornis_phoebe,1,fl34,,
26807,15,1,2021,am,three,0,fl36,01150959.AVI,northern_cardinal_cardinalis_cardinalis,1,fl36,,
26886,8,1,2021,am,three,4,fl52,01080660.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26887,8,1,2021,am,three,4,fl52,01080661.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26888,8,1,2021,am,three,4,fl52,01080662.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26892,8,1,2021,pm,three,4,fl52,01080666.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26893,8,1,2021,pm,three,4,fl52,01080667.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26894,8,1,2021,pm,three,4,fl52,01080668.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26896,8,1,2021,pm,three,4,fl52,01080670.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26897,8,1,2021,pm,three,4,fl52,01080671.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26898,9,1,2021,am,three,4,fl52,01090672.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26899,9,1,2021,am,three,4,fl52,01090673.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26900,9,1,2021,am,three,4,fl52,01090674.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26901,9,1,2021,pm,three,4,fl52,01090675.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26902,9,1,2021,pm,three,4,fl52,01090676.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26903,9,1,2021,pm,three,4,fl52,01090677.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26904,9,1,2021,pm,three,4,fl52,01090678.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26905,9,1,2021,pm,three,4,fl52,01090679.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26911,10,1,2021,am,three,4,fl52,01100685.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26912,10,1,2021,am,three,4,fl52,01100686.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26913,10,1,2021,am,three,4,fl52,01100687.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26923,10,1,2021,am,three,4,fl52,01100697.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26934,10,1,2021,pm,three,4,fl52,01100708.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26935,10,1,2021,pm,three,4,fl52,01100709.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26960,12,1,2021,am,three,4,fl52,01120734.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26961,12,1,2021,am,three,4,fl52,01120735.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26962,12,1,2021,am,three,4,fl52,01120736.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26963,12,1,2021,am,three,4,fl52,01120737.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26964,12,1,2021,pm,three,4,fl52,01120738.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26965,12,1,2021,pm,three,4,fl52,01120739.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26966,12,1,2021,pm,three,4,fl52,01120740.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26967,12,1,2021,pm,three,4,fl52,01120741.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26969,13,1,2021,am,three,4,fl52,01130743.AVI,eastern_phoebe_sayornis_phoebe,1,fl52,,
26970,13,1,2021,am,three,4,fl52,01130743.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26971,13,1,2021,am,three,4,fl52,01130744.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26972,13,1,2021,am,three,4,fl52,01130745.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26973,13,1,2021,am,three,4,fl52,01130746.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26974,13,1,2021,pm,three,4,fl52,01130746.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26975,13,1,2021,pm,three,4,fl52,01130747.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26976,13,1,2021,pm,three,4,fl52,01130748.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26977,13,1,2021,pm,three,4,fl52,01130749.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26978,13,1,2021,pm,three,4,fl52,01130750.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26979,14,1,2021,am,three,4,fl52,01140751.AVI,chipping_sparrow_spizella_passerina,1,fl52,,
26997,14,1,2021,pm,three,4,fl52,01140769.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26998,14,1,2021,pm,three,4,fl52,01140770.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
26999,14,1,2021,pm,three,4,fl52,01140771.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27000,14,1,2021,pm,three,4,fl52,01140771.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27002,15,1,2021,am,three,4,fl52,01150773.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27024,15,1,2021,pm,three,4,fl52,01150795.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27027,15,1,2021,pm,three,4,fl52,01150798.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27028,15,1,2021,pm,three,4,fl52,01150799.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27030,16,1,2021,am,three,4,fl52,01160801.AVI,northern_cardinal_cardinalis_cardinalis,1,fl52,,
27069,8,1,2021,am,three,12,fl30,01080401.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27070,8,1,2021,am,three,12,fl30,01080402.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27071,8,1,2021,am,three,12,fl30,01080403.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27072,8,1,2021,pm,three,12,fl30,01080404.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27073,8,1,2021,pm,three,12,fl30,01080404.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27074,8,1,2021,pm,three,12,fl30,01080405.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27075,9,1,2021,am,three,12,fl30,01090406.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27076,9,1,2021,am,three,12,fl30,01090407.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27077,9,1,2021,am,three,12,fl30,01090408.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27078,9,1,2021,am,three,12,fl30,01090409.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27079,9,1,2021,am,three,12,fl30,01090410.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27080,9,1,2021,am,three,12,fl30,01090411.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27081,9,1,2021,pm,three,12,fl30,01090412.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27082,9,1,2021,pm,three,12,fl30,01090413.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27083,9,1,2021,pm,three,12,fl30,01090413.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27084,9,1,2021,pm,three,12,fl30,01090414.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27085,9,1,2021,pm,three,12,fl30,01090415.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27086,9,1,2021,pm,three,12,fl30,01090416.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27087,9,1,2021,pm,three,12,fl30,01090417.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27088,10,1,2021,am,three,12,fl30,01100418.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27089,10,1,2021,am,three,12,fl30,01100419.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27090,10,1,2021,am,three,12,fl30,01100420.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27091,10,1,2021,am,three,12,fl30,01100420.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27094,10,1,2021,am,three,12,fl30,01100423.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27099,10,1,2021,am,three,12,fl30,01100428.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27100,10,1,2021,am,three,12,fl30,01100429.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27101,10,1,2021,pm,three,12,fl30,01100430.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27102,10,1,2021,pm,three,12,fl30,01100431.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27104,10,1,2021,pm,three,12,fl30,01100433.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27105,10,1,2021,pm,three,12,fl30,01100434.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27106,10,1,2021,pm,three,12,fl30,01100435.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27108,11,1,2021,am,three,12,fl30,01110437.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27112,11,1,2021,am,three,12,fl30,01110441.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27113,11,1,2021,pm,three,12,fl30,01110442.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27114,11,1,2021,pm,three,12,fl30,01110442.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27115,11,1,2021,pm,three,12,fl30,01110443.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27116,11,1,2021,pm,three,12,fl30,01110444.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27117,11,1,2021,pm,three,12,fl30,01110445.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27119,12,1,2021,am,three,12,fl30,01120447.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27120,12,1,2021,am,three,12,fl30,01120448.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27121,12,1,2021,am,three,12,fl30,01120448.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27122,12,1,2021,am,three,12,fl30,01120449.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27123,12,1,2021,am,three,12,fl30,01120450.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27124,12,1,2021,pm,three,12,fl30,01120451.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27125,12,1,2021,pm,three,12,fl30,01120452.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27126,13,1,2021,am,three,12,fl30,01130453.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27127,13,1,2021,am,three,12,fl30,01130454.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27128,13,1,2021,am,three,12,fl30,01130455.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27130,13,1,2021,am,three,12,fl30,01130457.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27131,13,1,2021,am,three,12,fl30,01130458.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27132,13,1,2021,am,three,12,fl30,01130459.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27133,13,1,2021,am,three,12,fl30,01130460.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27134,13,1,2021,am,three,12,fl30,01130461.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27135,13,1,2021,am,three,12,fl30,01130462.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27136,13,1,2021,am,three,12,fl30,01130463.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27137,13,1,2021,am,three,12,fl30,01130464.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27139,13,1,2021,pm,three,12,fl30,01130466.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27140,13,1,2021,pm,three,12,fl30,01130467.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27141,13,1,2021,pm,three,12,fl30,01130468.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27142,13,1,2021,pm,three,12,fl30,01130469.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27143,14,1,2021,am,three,12,fl30,01140470.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27144,14,1,2021,am,three,12,fl30,01140471.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27151,14,1,2021,pm,three,12,fl30,01140478.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27152,14,1,2021,pm,three,12,fl30,01140479.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27153,14,1,2021,pm,three,12,fl30,01140480.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27154,14,1,2021,pm,three,12,fl30,01140481.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27155,14,1,2021,pm,three,12,fl30,01140481.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27156,14,1,2021,pm,three,12,fl30,01140482.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27175,15,1,2021,pm,three,12,fl30,01150501.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27177,15,1,2021,pm,three,12,fl30,01150503.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27178,15,1,2021,pm,three,12,fl30,01150503.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27190,16,1,2021,am,three,12,fl30,01160515.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27191,16,1,2021,am,three,12,fl30,01160516.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27198,16,1,2021,pm,three,12,fl30,01160523.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27199,16,1,2021,pm,three,12,fl30,01160524.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27200,16,1,2021,pm,three,12,fl30,01160525.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27202,16,1,2021,pm,three,12,fl30,01160527.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27204,16,1,2021,pm,three,12,fl30,01160529.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27206,17,1,2021,am,three,12,fl30,01170531.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27208,17,1,2021,am,three,12,fl30,01170533.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27209,17,1,2021,am,three,12,fl30,01170534.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27210,17,1,2021,am,three,12,fl30,01170535.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27212,17,1,2021,pm,three,12,fl30,01170537.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27213,17,1,2021,pm,three,12,fl30,01170538.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27214,17,1,2021,pm,three,12,fl30,01170539.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27215,17,1,2021,pm,three,12,fl30,01170540.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27216,17,1,2021,pm,three,12,fl30,01170541.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27219,17,1,2021,pm,three,12,fl30,01170544.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27220,17,1,2021,pm,three,12,fl30,01170545.AVI,northern_cardinal_cardinalis_cardinalis,1,fl30,,
27221,8,1,2021,am,three,8,fl35,01080769.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27222,8,1,2021,am,three,8,fl35,01080769.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27223,8,1,2021,am,three,8,fl35,01080770.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27225,8,1,2021,am,three,8,fl35,01080772.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27226,8,1,2021,am,three,8,fl35,01080773.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27230,8,1,2021,pm,three,8,fl35,01080777.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27234,8,1,2021,pm,three,8,fl35,01080781.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27235,8,1,2021,pm,three,8,fl35,01080782.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27236,9,1,2021,am,three,8,fl35,01090783.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27237,9,1,2021,am,three,8,fl35,01090784.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27238,9,1,2021,pm,three,8,fl35,01090785.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27240,9,1,2021,pm,three,8,fl35,01090787.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27244,10,1,2021,am,three,8,fl35,01100791.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27245,10,1,2021,am,three,8,fl35,01100791.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27246,10,1,2021,am,three,8,fl35,01100792.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27247,10,1,2021,am,three,8,fl35,01100793.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27248,10,1,2021,am,three,8,fl35,01100794.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27249,10,1,2021,am,three,8,fl35,01100795.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27250,10,1,2021,am,three,8,fl35,01100796.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27257,10,1,2021,am,three,8,fl35,01100803.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27265,10,1,2021,pm,three,8,fl35,01100811.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27266,10,1,2021,pm,three,8,fl35,01100812.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27269,11,1,2021,am,three,8,fl35,01110815.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27271,11,1,2021,am,three,8,fl35,01110817.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27272,11,1,2021,am,three,8,fl35,01110818.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27288,11,1,2021,pm,three,8,fl35,01110834.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27292,12,1,2021,am,three,8,fl35,01120838.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27294,13,1,2021,am,three,8,fl35,01130840.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27296,13,1,2021,pm,three,8,fl35,01130842.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27297,13,1,2021,pm,three,8,fl35,01130843.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27300,14,1,2021,am,three,8,fl35,01140846.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27301,14,1,2021,am,three,8,fl35,01140847.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27320,14,1,2021,pm,three,8,fl35,01140866.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27321,14,1,2021,pm,three,8,fl35,01140867.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27324,15,1,2021,am,three,8,fl35,01150870.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27325,15,1,2021,am,three,8,fl35,01150871.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27326,15,1,2021,am,three,8,fl35,01150872.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27327,15,1,2021,am,three,8,fl35,01150872.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27348,15,1,2021,pm,three,8,fl35,01150893.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27349,15,1,2021,pm,three,8,fl35,01150894.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27351,16,1,2021,am,three,8,fl35,01160896.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27352,16,1,2021,am,three,8,fl35,01160897.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27353,16,1,2021,am,three,8,fl35,01160898.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27377,16,1,2021,pm,three,8,fl35,01160922.AVI,eastern_phoebe_sayornis_phoebe,1,fl35,,
27387,17,1,2021,am,three,8,fl35,01170932.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27395,17,1,2021,pm,three,8,fl35,01170940.AVI,northern_cardinal_cardinalis_cardinalis,1,fl35,,
27400,17,1,2021,pm,three,8,fl35,01170945.AVI,chipping_sparrow_spizella_passerina,1,fl35,,
27405,8,1,2021,pm,four,0,fl47,01080494.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27407,9,1,2021,pm,four,0,fl47,01090496.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27416,10,1,2021,am,four,0,fl47,01100505.AVI,eastern_phoebe_sayornis_phoebe,1,fl47,,
27430,11,1,2021,pm,four,0,fl47,01110519.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27431,12,1,2021,pm,four,0,fl47,01120520.AVI,red_shoulder_hawk_buteo_lineatus,1,fl47,,
27434,13,1,2021,pm,four,0,fl47,01130523.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27435,13,1,2021,pm,four,0,fl47,01130524.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27436,13,1,2021,pm,four,0,fl47,01130524.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27492,16,1,2021,pm,four,0,fl47,01160580.AVI,chipping_sparrow_spizella_passerina,1,fl47,,
27503,8,1,2021,am,four,4,fl46,01080423.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27504,8,1,2021,am,four,4,fl46,01080424.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27508,8,1,2021,pm,four,4,fl46,01080428.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27509,8,1,2021,pm,four,4,fl46,01080429.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27510,8,1,2021,pm,four,4,fl46,01080429.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27511,8,1,2021,pm,four,4,fl46,01080429.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27512,8,1,2021,pm,four,4,fl46,01080429.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27513,9,1,2021,am,four,4,fl46,01090430.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27514,9,1,2021,pm,four,4,fl46,01090431.AVI,eastern_phoebe_sayornis_phoebe,1,fl46,,
27515,9,1,2021,pm,four,4,fl46,01090432.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27516,9,1,2021,pm,four,4,fl46,01090432.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27517,9,1,2021,pm,four,4,fl46,01090432.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27518,9,1,2021,pm,four,4,fl46,01090432.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27519,9,1,2021,pm,four,4,fl46,01090432.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27520,9,1,2021,pm,four,4,fl46,01090432.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27521,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27522,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27523,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27524,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27525,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27526,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27527,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27528,9,1,2021,pm,four,4,fl46,01090433.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27529,9,1,2021,pm,four,4,fl46,01090434.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27530,9,1,2021,pm,four,4,fl46,01090434.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27531,9,1,2021,pm,four,4,fl46,01090434.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27533,10,1,2021,am,four,4,fl46,01100436.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27552,10,1,2021,pm,four,4,fl46,01100455.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27553,10,1,2021,pm,four,4,fl46,01100456.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27554,10,1,2021,pm,four,4,fl46,01100457.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27555,10,1,2021,pm,four,4,fl46,01100458.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27556,10,1,2021,pm,four,4,fl46,01100458.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27557,10,1,2021,pm,four,4,fl46,01100458.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27558,10,1,2021,pm,four,4,fl46,01100458.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27559,10,1,2021,pm,four,4,fl46,01100459.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27560,10,1,2021,pm,four,4,fl46,01100459.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27561,10,1,2021,pm,four,4,fl46,01100460.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27562,10,1,2021,pm,four,4,fl46,01100460.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27563,10,1,2021,pm,four,4,fl46,01100460.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27564,10,1,2021,pm,four,4,fl46,01100460.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27565,11,1,2021,am,four,4,fl46,01110461.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27579,11,1,2021,pm,four,4,fl46,01110475.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
27580,11,1,2021,pm,four,4,fl46,01110475.AVI,chipping_sparrow_spizella_passerina,1,fl46,,
